piso_id,m2_edificados,m2_útiles,n_habitaciones,n_baños,planta,precio_alquiler,precio_zona,necesita_reforma,nueva_construcción,año_construción,ascensor,exterior,aparcamiento,precio_aparcamiento,orientación,precio
8975,197.0,,5,3,7,2514.0,4822,1,0,,1,1,0,,sur,950000
8976,49.0,,1,1,2,1213.0,6224,0,0,,1,0,0,,desconocido,305000
8977,195.0,,4,2,1,2255.0,3897,1,0,1950.0,1,1,0,,este,760000
8978,55.0,,2,1,2,1018.0,4236,0,0,,1,0,0,,este,233000
8979,130.0,90.0,3,2,5,1248.0,2454,0,0,2004.0,1,1,1,0.0,este,319000
8980,77.0,,1,2,-1,850.0,2336,0,0,,0,0,0,,desconocido,179900
8981,429.0,,4,4,4,0.0,6061,1,0,,1,1,0,,desconocido,2600000
8982,66.0,,1,1,4,1781.0,8333,0,1,,1,1,0,,desconocido,550000
8983,48.0,41.0,2,1,2,948.0,4375,0,0,1970.0,1,0,0,,desconocido,210000
8984,69.0,62.0,3,1,-1,650.0,1826,0,0,,0,0,0,,desconocido,126000
8985,66.0,,3,1,1,884.0,2879,1,0,,1,1,0,,sur,190000
8986,75.0,65.0,3,1,5,833.0,2333,0,0,,1,1,0,,sur,175000
8987,99.0,,2,2,4,1857.0,5889,0,1,,1,1,0,,desconocido,583000
8988,95.0,,2,2,4,2340.0,8458,0,1,,1,1,1,0.0,desconocido,803529
8989,60.0,,2,1,8,1135.0,4582,0,0,1965.0,1,1,0,,oeste,274900
8990,64.0,,1,1,7,1120.0,4211,0,0,,1,1,1,0.0,desconocido,269500
8991,316.0,,3,4,3,0.0,6250,1,0,1988.0,1,1,1,0.0,oeste,1975000
8992,50.0,,2,1,3,698.0,2760,0,0,,0,1,0,,este,138000
8993,130.0,,3,2,1,,3231,0,0,,1,1,1,0.0,desconocido,420000
8994,120.0,,3,2,1,1061.0,2067,0,0,,1,1,1,0.0,sur,248000
8995,130.0,,4,3,3,1621.0,3692,1,0,1976.0,1,1,1,15000.0,oeste,480000
8996,128.0,99.0,3,2,2,1839.0,4492,0,0,1955.0,1,1,0,,este,575000
8997,77.0,72.0,2,1,3,847.0,2325,0,0,1974.0,0,1,0,,desconocido,179000
8998,307.0,,5,4,1,,4397,0,0,,1,1,1,0.0,sur,1350000
8999,279.0,,5,5,3,0.0,6810,0,0,1985.0,1,1,1,0.0,desconocido,1900000
9000,170.0,,4,3,1,2081.0,4000,0,0,1970.0,1,1,1,0.0,este,680000
9001,65.0,60.0,1,1,5,1370.0,5692,0,0,,1,1,0,,este,370000
9002,64.0,,3,1,2,758.0,2406,1,0,,0,1,0,,desconocido,154000
9003,236.0,,4,3,2,2143.0,4894,0,0,1988.0,1,1,1,0.0,oeste,1155000
9004,70.0,60.0,2,2,2,1850.0,8286,0,0,1962.0,1,0,0,,este,580000
9005,106.0,,3,2,3,1119.0,2538,0,0,,1,1,1,0.0,desconocido,269000
9006,60.0,,2,1,3,705.0,2333,0,0,,0,1,0,,desconocido,140000
9007,48.0,43.0,2,1,-1,,2498,0,0,1960.0,1,1,0,,desconocido,119900
9008,320.0,275.0,5,3,1,0.0,7188,1,0,1928.0,1,1,0,,este,2300000
9009,61.0,55.0,3,1,3,948.0,3443,0,0,,0,1,0,,desconocido,210000
9010,44.0,42.0,2,1,3,,7795,0,0,1900.0,1,1,0,,este,343000
9011,43.0,,2,2,5,1262.0,7558,0,0,,1,0,0,,desconocido,325000
9012,67.0,,2,1,1,868.0,2761,0,0,1970.0,0,1,1,0.0,este,185000
9013,50.0,43.0,2,1,2,654.0,2538,0,0,1925.0,0,1,0,,sur,126900
9014,87.0,,3,1,1,1092.0,2977,0,0,,0,1,0,,desconocido,259000
9015,60.0,50.0,1,1,1,913.0,3317,0,0,2007.0,1,1,1,0.0,sur,199000
9016,110.0,,3,2,2,,1718,0,0,,1,1,1,0.0,desconocido,189000
9017,111.0,93.0,3,2,5,844.0,1604,0,0,1984.0,1,1,1,0.0,oeste,178000
9018,53.0,46.0,1,1,1,1174.0,5472,0,0,1880.0,0,1,0,,oeste,290000
9019,78.0,,2,1,2,,2359,0,1,,1,1,0,,desconocido,184000
9020,75.0,,3,1,1,777.0,2120,0,0,,0,1,0,,oeste,159000
9021,117.0,,4,2,1,,4188,0,0,1966.0,1,0,1,0.0,este,490000
9022,292.0,290.0,4,4,6,0.0,6284,0,0,,1,1,1,0.0,norte,1835000
9023,157.0,,4,3,6,2445.0,5541,0,0,,1,1,1,0.0,este,870000
9024,142.0,,3,2,3,2103.0,4859,0,0,1952.0,1,0,0,,este,690000
9025,91.0,,3,1,4,,1418,1,0,,0,1,0,,este,129000
9026,107.0,,2,2,6,1398.0,3570,0,0,2020.0,1,1,1,15000.0,desconocido,382000
9027,77.0,,3,1,4,1199.0,3894,1,0,1955.0,1,1,0,,oeste,299800
9028,92.0,,4,1,5,791.0,1772,0,0,,1,1,0,,desconocido,163000
9029,75.0,,2,1,2,837.0,2347,0,0,,0,1,0,,desconocido,176000
9030,40.0,,2,1,-1,383.0,1675,0,0,1950.0,0,0,0,,desconocido,67000
9031,113.0,105.0,3,2,-1,964.0,1903,0,0,,1,1,0,,sur,215000
9032,120.0,115.0,4,2,1,,3083,0,0,,1,1,0,,sur,370000
9033,71.0,,2,2,-1,1553.0,6338,0,0,,1,0,0,,desconocido,450000
9034,85.0,80.0,3,1,2,777.0,1871,0,0,,0,1,1,0.0,sur,159000
9035,71.0,65.0,2,1,1,916.0,2815,0,0,1961.0,0,1,0,,desconocido,199900
9036,62.0,,3,1,2,813.0,2726,0,0,,1,1,0,,desconocido,169000
9037,57.0,52.0,2,1,1,625.0,2105,0,0,,0,1,0,,desconocido,120000
9038,156.0,140.0,4,2,1,2315.0,5064,1,0,1954.0,1,1,1,0.0,oeste,790000
9039,505.0,,7,6,3,0.0,6139,1,0,1958.0,1,1,1,0.0,desconocido,3100000
9040,94.0,82.0,2,2,7,1311.0,3670,0,0,2007.0,1,1,0,,desconocido,345000
9041,61.0,53.0,1,1,6,1197.0,4902,0,0,1976.0,1,0,0,,sur,299000
9042,190.0,151.0,3,4,2,,8416,0,0,1950.0,1,1,0,,este,1599000
9043,56.0,51.0,3,1,-1,615.0,2098,1,0,1960.0,1,0,0,,desconocido,117500
9044,55.0,,3,1,3,583.0,2000,0,0,,0,1,0,,sur,110000
9045,61.0,60.0,3,2,1,976.0,3590,0,0,1955.0,0,1,0,,este,219000
9046,172.0,157.0,2,3,2,0.0,9297,0,0,,1,1,0,,desconocido,1599000
9047,84.0,72.0,3,1,2,,2202,1,0,1965.0,1,1,0,,este,185000
9048,128.0,,3,3,4,,9766,0,0,1900.0,1,1,0,,sur,1250000
9049,104.0,,3,2,4,1108.0,2550,0,1,,1,1,1,0.0,desconocido,265154
9050,41.0,40.0,1,1,4,686.0,3293,0,0,1975.0,0,1,0,,este,135000
9051,122.0,86.0,3,2,3,1724.0,4303,0,0,1998.0,1,1,1,0.0,norte,525000
9052,75.0,69.0,2,2,7,1024.0,3133,0,0,,1,0,1,0.0,este,235000
9053,60.0,,2,2,2,1576.0,7667,0,0,1950.0,1,0,0,,desconocido,460000
9054,138.0,,3,2,4,,4130,0,0,,1,1,1,0.0,oeste,570000
9055,107.0,83.0,3,2,3,1382.0,3505,0,0,1978.0,1,1,0,,sur,375000
9056,41.0,39.0,2,1,-1,780.0,3902,0,0,1930.0,1,0,0,,este,160000
9057,106.0,,3,1,1,725.0,1368,0,0,,1,1,0,,desconocido,145000
9058,85.0,80.0,3,1,-1,997.0,2659,0,0,2002.0,1,1,0,,oeste,226000
9059,80.0,,3,1,3,791.0,2038,0,0,,1,1,0,,desconocido,163000
9060,373.0,,4,3,2,,10188,0,0,,1,1,0,,sur,3800000
9061,67.0,50.0,1,1,6,,4627,0,0,1977.0,1,1,0,,desconocido,310000
9062,48.0,,1,1,3,1108.0,5521,0,0,,0,0,0,,sur,265000
9063,68.0,60.0,2,2,1,1781.0,8088,0,0,,1,1,0,,desconocido,550000
9064,55.0,54.0,2,1,3,1146.0,5073,0,0,1970.0,1,1,1,0.0,este,279000
9065,309.0,,4,4,4,1313.0,4126,1,0,,1,1,1,0.0,este,1275000
9066,432.0,,6,4,1,,4861,1,0,,1,1,1,0.0,desconocido,2100000
9067,58.0,48.0,3,1,3,561.0,1810,0,0,1966.0,0,1,0,,sur,105000
9068,134.0,,4,3,6,2285.0,5784,1,0,1973.0,1,1,0,,oeste,775000
9069,75.0,,3,1,4,636.0,1633,0,0,,1,1,0,,desconocido,122500
9070,80.0,,2,1,1,1428.0,4938,0,0,,1,1,0,,desconocido,395000
9071,75.0,,3,1,3,,2493,0,0,,1,1,0,,desconocido,187000
9072,140.0,,4,2,7,1804.0,4000,0,0,,1,1,1,0.0,desconocido,560000
9073,85.0,80.0,3,1,4,,1882,1,0,,0,1,0,,desconocido,160000
9074,67.0,,2,2,3,916.0,2984,0,1,,1,1,1,0.0,desconocido,199900
9075,73.0,,2,2,4,,6822,0,0,,1,1,0,,desconocido,498000
9076,63.0,,2,1,1,646.0,1984,1,0,,0,1,0,,desconocido,125000
9077,67.0,,2,1,4,948.0,3134,0,0,,0,1,0,,desconocido,210000
9078,153.0,,2,3,-1,1827.0,3725,0,0,2006.0,1,1,1,0.0,sur,570000
9079,89.0,,4,2,3,1335.0,3989,0,0,,1,0,0,,desconocido,355000
9080,189.0,157.0,5,2,2,2234.0,3968,0,0,1961.0,1,1,0,,este,750000
9081,92.0,,2,2,4,,4347,0,0,2004.0,1,1,1,0.0,sur,399900
9082,182.0,144.0,2,2,3,,6813,0,0,1972.0,1,1,1,0.0,este,1240000
9083,98.0,,3,2,7,1161.0,2907,0,0,2001.0,1,1,1,0.0,este,284900
9084,90.0,80.0,3,1,-1,868.0,2056,0,0,1980.0,0,1,0,,desconocido,185000
9085,177.0,126.0,3,3,1,2489.0,5141,0,0,2018.0,1,1,1,45000.0,este,910000
9086,108.0,,3,2,2,960.0,1979,0,1,,1,1,1,0.0,desconocido,213722
9087,374.0,,4,4,3,0.0,6658,1,0,1965.0,1,1,1,0.0,oeste,2490000
9088,125.0,,3,2,3,2330.0,6384,1,0,1945.0,1,1,0,,desconocido,798000
9089,87.0,,2,2,3,1796.0,6396,0,1,,1,1,0,,desconocido,556421
9090,300.0,240.0,5,3,5,0.0,6500,1,0,,1,1,0,,oeste,1950000
9091,132.0,,4,2,1,686.0,1023,1,0,1983.0,0,1,0,,sur,135000
9092,76.0,,2,1,1,851.0,2368,0,0,,1,1,0,,desconocido,180000
9093,132.0,,4,2,3,1827.0,4318,0,0,,1,1,1,0.0,desconocido,570000
9094,74.0,,3,1,2,,2554,0,0,,0,1,0,,desconocido,189000
9095,230.0,,4,4,6,0.0,8043,0,0,,1,1,1,65000.0,este,1850000
9096,23.0,,0,1,2,604.0,5000,0,0,,1,1,0,,desconocido,115000
9097,90.0,85.0,3,2,7,1393.0,4222,0,0,,1,0,0,,sur,380000
9098,140.0,102.0,3,2,1,,3921,0,0,2008.0,1,1,1,0.0,este,549000
9099,95.0,,2,2,4,2341.0,8466,0,1,,1,1,1,0.0,desconocido,804234
9100,79.0,,2,1,2,1900.0,15190,0,0,,0,1,0,,este,1200000
9101,50.0,,1,1,-1,964.0,4300,0,0,1900.0,1,1,0,,sur,215000
9102,95.0,84.0,3,1,2,798.0,1737,0,0,,0,1,0,,desconocido,165000
9103,70.0,,3,1,-1,666.0,1856,0,0,,1,1,0,,desconocido,129900
9104,107.0,90.0,3,2,4,1358.0,3411,0,0,,1,1,1,0.0,desconocido,365000
9105,391.0,,5,4,5,,5857,1,0,,1,1,0,,desconocido,2290000
9106,84.0,,3,2,1,1311.0,4107,0,0,1949.0,1,1,0,,desconocido,345000
9107,76.0,,2,1,2,833.0,2303,0,0,2020.0,1,1,0,,desconocido,175000
9108,94.0,,3,1,5,1035.0,2543,0,0,1964.0,1,1,0,,este,239000
9109,301.0,,4,4,2,0.0,7475,0,0,,1,1,0,,oeste,2250000
9110,87.0,,3,1,5,,3161,0,0,1969.0,1,1,0,,este,275000
9111,83.0,,3,1,3,501.0,1102,0,0,1966.0,0,1,0,,este,91500
9112,71.0,70.0,2,1,2,,4789,0,0,1890.0,1,0,0,,oeste,340000
9113,206.0,160.0,4,3,3,2070.0,3277,0,0,,1,1,1,0.0,este,675000
9114,160.0,,4,2,2,1213.0,1906,0,0,2004.0,1,1,0,,desconocido,305000
9115,381.0,,5,5,2,0.0,3911,0,0,,1,1,1,0.0,desconocido,1490000
9116,118.0,100.0,4,2,1,1335.0,3008,0,0,,1,1,1,0.0,sur,355000
9117,64.0,,2,1,-1,535.0,1547,0,0,,0,1,0,,sur,99000
9118,132.0,,3,2,1,1147.0,2118,0,0,,1,1,1,0.0,desconocido,279611
9119,134.0,100.0,3,2,2,,4254,0,0,2005.0,1,1,1,0.0,oeste,570000
9120,416.0,,4,5,2,0.0,4327,0,0,,1,1,0,,oeste,1800000
9121,142.0,,5,2,4,1370.0,2606,0,0,,1,1,1,0.0,desconocido,370000
9122,49.0,38.0,1,1,1,1485.0,8571,0,0,,1,0,0,,desconocido,420000
9123,152.0,,2,2,2,,4934,0,0,,1,1,0,,desconocido,750000
9124,194.0,,4,3,2,1165.0,6649,0,0,,1,1,0,,sur,1290000
9125,120.0,,3,2,3,1598.0,3917,0,0,1985.0,1,1,1,0.0,norte,470000
9126,101.0,85.0,4,2,5,1553.0,4455,0,0,1987.0,1,1,1,30000.0,desconocido,450000
9127,74.0,,3,1,2,539.0,1350,1,0,,0,1,0,,desconocido,99900
9128,75.0,69.0,1,1,-1,,3347,0,0,1970.0,1,1,0,,desconocido,251000
9129,63.0,,3,1,2,725.0,2302,0,0,,1,1,0,,oeste,145000
9130,62.0,50.0,1,1,5,,5790,0,0,,1,0,0,,sur,359000
9131,160.0,,3,2,1,2517.0,6094,0,0,,1,1,0,,desconocido,975000
9132,34.0,,1,1,-1,798.0,4941,0,0,1953.0,0,1,0,,este,165000
9133,149.0,,4,2,-1,1872.0,3954,1,0,,1,1,0,,desconocido,589200
9134,81.0,71.0,2,2,5,1508.0,5309,0,0,1975.0,1,1,0,,sur,430000
9135,80.0,,3,1,2,1009.0,2875,0,0,1970.0,1,1,0,,este,230000
9136,130.0,,4,3,4,1839.0,4423,0,0,1960.0,1,1,0,,sur,575000
9137,161.0,134.0,4,2,4,2432.0,5342,0,0,,1,1,1,0.0,desconocido,860000
9138,55.0,50.0,2,1,-1,976.0,3982,1,0,,1,0,0,,desconocido,219000
9139,200.0,,3,2,3,1536.0,6250,1,0,,1,1,0,,este,1250000
9140,87.0,78.0,3,1,3,1024.0,2701,0,0,1970.0,1,1,0,,este,235000
9141,132.0,,4,3,4,2295.0,5909,0,0,,1,1,1,0.0,desconocido,780000
9142,167.0,,4,2,1,2012.0,3892,0,0,2005.0,1,1,1,0.0,oeste,650000
9143,58.0,54.0,3,1,5,600.0,2069,1,0,,0,1,0,,desconocido,114000
9144,404.0,,5,6,2,,10767,0,0,1954.0,1,1,1,0.0,norte,4350000
9145,210.0,,2,3,2,0.0,7614,0,0,,1,1,0,,desconocido,1599000
9146,66.0,,4,1,2,1009.0,3485,1,0,1900.0,0,0,0,,desconocido,230000
9147,95.0,80.0,3,2,2,1485.0,4421,0,0,1995.0,1,1,1,0.0,este,420000
9148,130.0,,2,2,4,2295.0,6000,0,0,,1,1,0,,este,780000
9149,66.0,,3,1,1,508.0,1409,1,0,,0,1,0,,este,93000
9150,95.0,,3,1,4,1304.0,3600,0,0,,1,1,1,0.0,desconocido,342000
9151,292.0,,4,4,6,,6233,0,0,1960.0,1,1,1,0.0,desconocido,1820000
9152,52.0,50.0,2,1,-1,705.0,2692,0,0,1968.0,1,1,0,,este,140000
9153,57.0,,3,1,1,805.0,2930,0,0,1967.0,1,1,0,,desconocido,167000
9154,77.0,,2,2,1,1299.0,4416,0,0,,1,1,0,,este,340000
9155,75.0,,1,1,2,1437.0,5320,0,0,2004.0,1,1,0,,oeste,399000
9156,122.0,110.0,3,2,4,1897.0,4918,0,0,1998.0,1,1,1,0.0,desconocido,600000
9157,90.0,,2,1,4,,3389,0,0,1972.0,1,1,0,,sur,305000
9158,53.0,,1,1,2,,4137,0,1,,1,1,0,,desconocido,219268
9159,140.0,,4,3,1,,3500,1,0,1971.0,1,1,0,,oeste,490000
9160,85.0,,2,2,1,,4694,0,0,,1,1,1,0.0,desconocido,399000
9161,159.0,135.0,5,5,2,2510.0,5912,0,0,,1,1,0,,sur,940000
9162,49.0,47.0,2,1,-1,725.0,2959,1,0,1930.0,0,1,0,,desconocido,145000
9163,50.0,45.0,2,1,-1,646.0,2500,1,0,1940.0,0,1,0,,norte,125000
9164,53.0,,3,1,4,564.0,1991,1,0,1958.0,0,1,0,,desconocido,105500
9165,55.0,52.0,3,1,1,813.0,3073,0,0,,0,1,0,,desconocido,169000
9166,297.0,,5,3,3,2374.0,3670,0,0,1962.0,1,1,0,,este,1090000
9167,77.0,,2,1,1,1346.0,4675,0,0,,1,1,0,,desconocido,360000
9168,110.0,,3,2,2,1655.0,4500,0,0,,1,1,0,,sur,495000
9169,280.0,250.0,4,3,8,,4107,1,0,,1,1,1,0.0,desconocido,1150000
9170,79.0,,2,1,4,,4051,0,0,1971.0,1,0,0,,este,320000
9171,76.0,,2,1,2,,2566,0,0,2002.0,1,1,0,,desconocido,195000
9172,68.0,,3,1,6,,4043,0,0,,1,1,0,,sur,274900
9173,76.0,70.0,2,1,1,1712.0,6842,0,0,,1,1,0,,este,520000
9174,35.0,32.0,1,1,-1,881.0,5400,0,0,1925.0,0,1,0,,sur,189000
9175,83.0,73.0,3,1,1,,3012,1,0,1968.0,1,1,0,,desconocido,250000
9176,150.0,,3,3,1,1943.0,4133,0,0,2001.0,1,1,1,0.0,sur,620000
9177,141.0,,2,2,2,1735.0,3759,0,0,1900.0,0,1,0,,desconocido,530000
9178,80.0,,2,2,1,1075.0,3162,0,0,,1,1,0,,desconocido,253000
9179,83.0,75.0,3,1,5,1587.0,5602,1,0,,1,1,0,,norte,465000
9180,140.0,,3,2,7,1920.0,4357,0,0,,1,0,0,,desconocido,610000
9181,163.0,,4,3,1,,2506,0,0,1982.0,1,1,0,,sur,408500
9182,174.0,145.0,4,3,1,1804.0,3218,1,0,,1,1,0,,oeste,560000
9183,121.0,114.0,6,6,1,2347.0,9091,0,0,,1,1,0,,desconocido,1100000
9184,85.0,,2,1,1,1296.0,3988,0,0,,1,1,0,,desconocido,339000
9185,72.0,,3,1,4,910.0,2750,0,0,1970.0,1,1,0,,este,198000
9186,394.0,,5,4,-1,0.0,3680,0,0,2008.0,1,1,1,0.0,desconocido,1450000
9187,201.0,,3,3,2,0.0,7955,0,0,,1,1,0,,desconocido,1599000
9188,28.0,,1,1,-1,686.0,4821,0,0,1940.0,1,1,0,,este,135000
9189,57.0,54.0,3,1,4,654.0,2228,0,0,1955.0,0,0,0,,este,127000
9190,50.0,,2,1,-1,494.0,1800,0,0,1950.0,0,0,0,,desconocido,90000
9191,198.0,,5,3,5,2305.0,3965,1,0,1945.0,1,1,0,,sur,785000
9192,140.0,,3,2,7,1920.0,4357,0,0,,1,1,0,,desconocido,610000
9193,125.0,,7,2,3,1508.0,3440,0,0,,1,0,0,,desconocido,430000
9194,145.0,,4,3,1,1931.0,4241,0,0,,1,1,1,0.0,este,615000
9195,81.0,,3,1,1,1044.0,2988,1,0,1969.0,0,1,0,,sur,242000
9196,90.0,85.0,3,2,7,,4222,0,0,1965.0,1,0,0,,sur,380000
9197,116.0,,4,2,6,1323.0,3017,1,0,1960.0,1,0,0,,este,350000
9198,373.0,320.0,5,3,4,0.0,4343,0,0,1961.0,1,1,1,0.0,sur,1620000
9199,70.0,,1,1,5,1610.0,6786,0,0,,1,1,1,0.0,este,475000
9200,265.0,,3,2,2,1059.0,4906,1,0,,1,1,0,,sur,1300000
9201,85.0,,2,2,8,1148.0,3294,0,0,2008.0,1,1,1,0.0,sur,280000
9202,185.0,,6,3,1,,4486,0,0,,1,1,0,,desconocido,830000
9203,68.0,,3,1,1,678.0,1957,0,0,,1,1,0,,sur,133070
9204,250.0,,3,2,3,0.0,8320,1,0,,1,1,1,0.0,este,2080000
9205,72.0,62.0,2,1,-1,1067.0,3472,1,0,,1,1,1,0.0,sur,250000
9206,158.0,,3,2,1,2012.0,4114,1,0,,1,1,1,0.0,desconocido,650000
9207,132.0,,3,2,5,913.0,1508,0,0,,1,1,1,0.0,norte,199000
9208,100.0,89.0,2,2,2,1839.0,5750,0,0,2001.0,1,0,0,,desconocido,575000
9209,96.0,,2,2,1,1462.0,4271,0,0,2005.0,1,1,1,0.0,este,410000
9210,102.0,94.0,3,2,3,1358.0,3578,0,0,1960.0,1,0,0,,desconocido,365000
9211,97.0,,3,2,8,1781.0,5670,0,0,,1,0,1,0.0,este,550000
9212,87.0,75.0,2,2,3,1052.0,2816,0,1,,1,1,1,0.0,desconocido,245000
9213,115.0,105.0,4,3,5,,4904,0,0,1910.0,1,1,0,,oeste,564000
9214,77.0,,2,2,3,1275.0,4286,0,0,1951.0,0,1,0,,sur,330000
9215,432.0,,7,9,3,0.0,6574,0,0,1978.0,1,1,1,0.0,desconocido,2840000
9216,50.0,45.0,1,1,1,910.0,3960,0,0,2008.0,1,1,1,17000.0,oeste,198000
9217,100.0,,3,2,5,,2790,0,0,1998.0,1,1,1,0.0,desconocido,279000
9218,113.0,77.0,3,1,6,1038.0,2124,0,0,,1,1,1,0.0,desconocido,240000
9219,82.0,63.0,2,2,1,,3720,0,0,2004.0,1,1,1,0.0,desconocido,305000
9220,103.0,92.0,2,1,1,1667.0,4854,0,0,1941.0,1,1,0,,sur,500000
9221,39.0,,1,1,4,698.0,3538,0,0,,0,1,0,,este,138000
9222,72.0,65.0,2,1,1,553.0,1431,1,0,,0,1,0,,este,103000
9223,130.0,,4,2,2,1576.0,3538,0,0,,0,1,1,0.0,desconocido,460000
9224,26.0,22.0,1,1,1,830.0,6692,1,0,1917.0,0,1,0,,sur,174000
9225,83.0,75.0,2,2,1,,4096,0,0,2000.0,1,1,1,0.0,oeste,340000
9226,120.0,110.0,4,2,1,1758.0,4500,0,0,,1,1,0,,este,540000
9227,300.0,,7,5,4,0.0,4767,0,0,,1,1,1,0.0,este,1430000
9228,101.0,93.0,2,2,-1,1525.0,4335,1,0,1955.0,0,1,0,,desconocido,437800
9229,72.0,,2,1,3,1009.0,3194,0,0,,0,1,0,,sur,230000
9230,65.0,,1,1,-1,1308.0,5289,0,0,2019.0,1,1,1,0.0,sur,343766
9231,57.0,,1,1,8,1346.0,6316,0,0,,1,1,0,,este,360000
9232,101.0,77.0,2,2,-1,1525.0,4335,1,0,1955.0,1,0,0,,desconocido,437800
9233,432.0,,6,5,2,0.0,4861,1,0,,1,1,1,0.0,desconocido,2100000
9234,301.0,,4,3,6,2517.0,3239,1,0,,1,1,0,,desconocido,975000
9235,220.0,195.0,5,3,4,2464.0,4023,0,0,1960.0,1,1,1,0.0,oeste,885000
9236,115.0,,2,2,2,,4078,0,0,,1,1,1,0.0,sur,469000
9237,94.0,80.0,2,1,3,913.0,2117,0,0,1961.0,0,1,0,,oeste,199000
9238,65.0,,1,1,1,1530.0,6769,0,0,1996.0,1,1,1,0.0,sur,440000
9239,51.0,38.0,1,1,-1,661.0,2525,0,0,,0,1,0,,desconocido,128800
9240,65.0,,2,1,3,1088.0,3965,0,0,,1,1,0,,oeste,257750
9241,75.0,,2,1,3,1496.0,5667,0,0,1965.0,1,1,0,,desconocido,425000
9242,361.0,289.0,6,4,6,0.0,4571,1,0,1965.0,1,1,1,0.0,este,1650000
9243,256.0,,4,3,2,1265.0,5000,0,0,1970.0,1,1,1,0.0,este,1280000
9244,237.0,,5,3,4,2495.0,4304,0,0,1977.0,1,1,1,0.0,sur,1020000
9245,61.0,54.0,2,1,4,,3607,0,0,1945.0,0,0,0,,desconocido,220000
9246,60.0,,2,1,1,780.0,2667,0,0,2006.0,1,1,0,,desconocido,160000
9247,132.0,,3,2,3,2249.0,5735,0,1,,1,1,1,0.0,desconocido,757000
9248,122.0,,4,2,4,1382.0,3074,0,0,,1,1,0,,este,375000
9249,75.0,62.0,3,1,8,721.0,1920,0,0,1967.0,1,1,0,,norte,144000
9250,157.0,143.0,5,2,4,1894.0,3815,0,0,1950.0,1,1,1,70.0,este,599000
9251,55.0,47.0,2,1,5,,3545,0,0,1970.0,1,1,0,,este,195000
9252,78.0,70.0,2,1,4,539.0,1281,0,0,,0,1,0,,desconocido,99900
9253,121.0,,3,2,5,1462.0,3388,0,0,,1,1,0,,desconocido,410000
9254,343.0,,5,3,3,0.0,6560,0,0,,1,1,1,0.0,sur,2250000
9255,154.0,125.0,3,2,1,2331.0,5188,0,0,1974.0,1,1,1,0.0,sur,799000
9256,160.0,,4,2,1,1781.0,3438,0,0,2004.0,1,1,1,0.0,desconocido,550000
9257,90.0,,3,2,4,1437.0,4433,1,0,,1,1,1,0.0,desconocido,399000
9258,42.0,,1,1,-1,,4762,0,0,,0,1,0,,desconocido,200000
9259,157.0,,3,2,2,2126.0,4459,0,0,,1,1,0,,desconocido,700000
9260,460.0,,6,4,4,0.0,6957,1,0,,1,1,1,0.0,sur,3200000
9261,140.0,,4,3,1,,1957,0,1,,1,1,1,0.0,sur,274000
9262,88.0,66.0,2,2,1,,5000,0,0,,0,1,0,,desconocido,440000
9263,80.0,,1,1,2,1356.0,4550,0,1,,1,1,1,0.0,oeste,364000
9264,69.0,,3,1,2,666.0,1884,0,0,,0,1,0,,desconocido,130000
9265,48.0,36.0,1,1,1,910.0,4125,0,0,,1,1,0,,desconocido,198000
9266,141.0,130.0,4,2,1,2324.0,5638,0,0,,1,1,0,,desconocido,795000
9267,352.0,280.0,5,5,8,,7074,0,0,1953.0,1,1,0,,este,2490000
9268,96.0,76.0,2,2,3,,4427,0,0,1998.0,1,1,0,,desconocido,425000
9269,42.0,,2,1,2,705.0,3333,0,0,,1,1,0,,desconocido,140000
9270,112.0,,3,2,2,1633.0,4330,1,0,,1,1,0,,este,485000
9271,131.0,,3,2,3,1779.0,4191,0,0,,1,1,1,0.0,este,549000
9272,105.0,,2,2,2,1598.0,4476,0,0,,0,1,0,,desconocido,470000
9273,75.0,,2,1,4,1006.0,3053,0,0,1983.0,1,1,0,,sur,229000
9274,232.0,,5,3,5,2386.0,3578,0,0,,1,1,1,0.0,desconocido,830000
9275,110.0,90.0,3,2,2,,1273,0,0,,0,1,0,,norte,140000
9276,87.0,,2,2,1,,5977,0,0,1900.0,1,1,0,,sur,520000
9277,55.0,,2,1,1,1064.0,4527,0,0,,0,1,0,,desconocido,249000
9278,205.0,,5,2,3,,5366,1,0,,1,0,0,,sur,1100000
9279,58.0,50.0,2,1,1,798.0,2845,0,0,2006.0,1,1,0,,este,165000
9280,71.0,68.0,3,1,4,581.0,1542,1,0,1968.0,0,1,0,,desconocido,109500
9281,159.0,140.0,4,2,5,2192.0,4591,0,0,,1,1,0,,sur,730000
9282,63.0,,2,1,1,910.0,3143,1,0,1968.0,0,0,0,,desconocido,198000
9283,119.0,,3,1,1,884.0,1597,0,0,,1,1,0,,desconocido,190000
9284,80.0,70.0,2,2,-1,884.0,2375,0,0,,1,1,1,0.0,este,190000
9285,83.0,,3,1,5,1346.0,4336,0,0,,1,1,0,,desconocido,359900
9286,92.0,81.0,3,2,-1,1094.0,2826,1,0,1975.0,1,1,0,,este,260000
9287,162.0,152.0,5,3,4,,5741,0,0,1945.0,1,1,1,15000.0,este,930000
9288,121.0,120.0,3,2,1,1416.0,3223,0,0,1968.0,1,1,0,,oeste,390000
9289,40.0,36.0,2,1,4,1024.0,5875,0,0,1927.0,1,0,0,,este,235000
9290,81.0,,2,1,1,1031.0,2932,0,1,,1,1,0,,desconocido,237500
